DOCNUM	DOCDATE	CARDCODE	CARDNAME	WHS	ITEMCODE	ITEMNAME	QTY	SRC
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	100.000000	INVOICE
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	100.000000	INVOICE
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000074	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	16.000000	INVOICE
626070746	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	1200.000000	INVOICE
626070722	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000008	POMACE OLIVE 5 LTR TIN 4 PCS	2000.000000	INVOICE
626070722	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	200.000000	INVOICE
626070722	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	2.000000	INVOICE
626070747	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000074	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	200.000000	INVOICE
626070492	2026-07-23	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-PF	FG0000275	COLD PRESS SUNFLOWER OIL 15 LTR	300.000000	INVOICE
626070493	2026-07-23	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-PF	FG0000275	COLD PRESS SUNFLOWER OIL 15 LTR	200.000000	INVOICE
626070494	2026-07-23	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	1800.000000	INVOICE
626070497	2026-07-23	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000074	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	65.000000	INVOICE
626070727	2026-07-31	CUSTA000173	FRIENDS AGENCIES	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	960.000000	INVOICE
626070789	2026-07-31	CUSTA001109	SAI TRADING COMPANY	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	1500.000000	INVOICE
626070802	2026-07-31	CUSTA001070	SAKSHI SALES	BH-PF	FG0000015	REFINED OIL 15 LTR	100.000000	INVOICE
626070801	2026-07-31	CUSTA001070	SAKSHI SALES	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	100.000000	INVOICE
626070801	2026-07-31	CUSTA001070	SAKSHI SALES	BH-BT	FG0000047	COLD PRESS 3 LTR + EXTRA LIGHT OLIVE 1 LTR 6 PCS	238.000000	INVOICE
626070801	2026-07-31	CUSTA001070	SAKSHI SALES	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	432.000000	INVOICE
626070788	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000043	COLD PRESS 3 LTR 6 PCS	1600.000000	INVOICE
626070788	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	919.000000	INVOICE
626070690	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	80.000000	INVOICE
626070762	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000043	COLD PRESS 3 LTR 6 PCS	420.000000	INVOICE
626070763	2026-07-31	CUSTA000442	OJAS TRADERS	BH-BT	FG0000043	COLD PRESS 3 LTR 6 PCS	3000.000000	INVOICE
626070780	2026-07-31	CUSTA000442	OJAS TRADERS	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	400.000000	INVOICE
626070777	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	10.000000	INVOICE
626070791	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	200.000000	INVOICE
626070792	2026-07-31	CUSTA000357	G PURE INDIA	BH-PF	FG0000383	REFINED OIL 13 KG	10.000000	INVOICE
626070793	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	480.000000	INVOICE
626070793	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	1000.000000	INVOICE
626070694	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000374	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	100.000000	INVOICE
626070694	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	25.000000	INVOICE
626070694	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	500.000000	INVOICE
626070694	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	200.000000	INVOICE
626070726	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1600.000000	INVOICE
626070725	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	4800.000000	INVOICE
626070684	2026-07-30	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-PF	FG0000015	REFINED OIL 15 LTR	5.000000	INVOICE
626070683	2026-07-30	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000319	KIRPA DESI GHEE 500 MLS 16 PCS	20.000000	INVOICE
626070770	2026-07-31	CUSTA000020	JEEWAN INTERNATIONAL 19 20	BH-BT	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	24.000000	INVOICE
626070770	2026-07-31	CUSTA000020	JEEWAN INTERNATIONAL 19 20	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	44.000000	INVOICE
626070770	2026-07-31	CUSTA000020	JEEWAN INTERNATIONAL 19 20	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	960.000000	INVOICE
626070770	2026-07-31	CUSTA000020	JEEWAN INTERNATIONAL 19 20	BH-BT	FG0000374	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	40.000000	INVOICE
626070723	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	800.000000	INVOICE
626070723	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	800.000000	INVOICE
626070723	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1920.000000	INVOICE
626070723	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	80.000000	INVOICE
626070797	2026-07-31	CUSTA000926	RAJEEV TRADING COMPANY	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	1000.000000	INVOICE
